Web Server (APP),Tahun,Bidang ,Total Current Live Websites,Current Customers (Websites),Location,Sales Revenue,Tech Spend,Social,Employees,Traffic,Current Live Webites by Country
OpenCart,2020 - 2024,eCommerce,"271,635",parcaplaza.com,Turkey,,$0+,,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",partidukkanim.com,Turkey,$40k+,$0+,,,Medium,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",unitedbike.com,Indonesia,,$0+,"100,000+",,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",disdukcapil.jabarprov.go.id,Indonesia,,$2000+,"10,000+",,High,647
OpenCart,2020 - 2024,eCommerce,"271,635",penerbit.pip-semarang.ac.id,Indonesia,,$100+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",galerimedika.com,Indonesia,,$0+,250+,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",hitechcomputer.co.id,Indonesia,,$0+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",semesin.com,Indonesia,$1k+,$10+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",fc.co.id,Indonesia,,$0+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",mahameru.id,Indonesia,$1k+,$50+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",99ninetynine.com,Indonesia,$1k+,$100+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",ticket.dagodreampark.co.id,Indonesia,$15k+,$250+,"20,000+",,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",bsmentertainment.com,Indonesia,,$0+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",3dfilament.co.id,Indonesia,$1k+,$10+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",store.abcd1235.my.id,Indonesia,,$0+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",dailysocial.my.id,Indonesia,,$0+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",3mliving.com,Indonesia,,$0+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",abhinsewa.id,Indonesia,,$0+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",dalimatecno.my.id,Indonesia,,$0+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",danielwatches21.id,Indonesia,,$0+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",galungteknikmandiri.dapurmenel.com,Indonesia,$1k+,$10+,"2,000+",,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",fashionworlds.net,Indonesia,,$0+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",icherry-mobilephone.com,Indonesia,,$0+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",icoffeegear.com,Indonesia,,$0+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",acrylicsm.com.my,Indonesia,$1k+,$10+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",acserpongmurah.com,Indonesia,,$0+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",datalink.web.id,Indonesia,,$0+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",database.id,Indonesia,,$0+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",adalima.com,Indonesia,,$0+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",fbtaudio.id,Indonesia,$1k+,$50+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",adindo.id,Indonesia,,$0+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",store.adiliaproduction.com,Indonesia,$1k+,$10+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",dealermitsubishijakartaselatan.com,Indonesia,,$0+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",idhijab.com,Indonesia,$29k+,$1000+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",idpasar.com,Indonesia,$33k+,$1000+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",store.id-gpstracker.com,Indonesia,,$0+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",fcl.biz.id,Indonesia,,$0+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",felixindoshops.com,Indonesia,,$0+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",niko.ijen.web.id,Indonesia,,$0+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",aeroculata.com,Indonesia,,$0+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",dekla.co.id,Indonesia,,$0+,,,-,647
OpenCart,2020 - 2024,eCommerce,"271,635",fiberoptic.id,Indonesia,,$0+,,,-,647
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",famousfootwear.com,United States,,$10000+,,"10,000+",High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",corporate.petco.com,United States,$502m+,$5000+,"100,000+","10,000+",Very High,
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",guitarcenter.com,United States,$1.4m+,$10000+,"150,000+","10,000+",High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",freeshipping.com,United States,,$5000+,"1,000+",,-,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",frontier.com,United States,$482m+,$10000+,"10,000+","10,000+",Medium,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",postmates.com,United States,,$2000+,"50,000+","10,000+",Very High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",payscale.com,United States,,$10000+,"20,000+",,Very High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",premiumoutlets.com,United States,,$5000+,"20,000+",,Medium,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",greenhouse.io,United States,$245k+,$10000+,"5,000+",100+,Very High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",firestonecompleteautocare.com,United States,,$10000+,"2,000+",,High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",rc68.emro.who.int,United States,,$5000+,"150,000+","1,000+",Very High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",wolframalpha.com,United States,,$5000+,250+,100+,Very High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",wingstop.com,United States,$29m+,$5000+,"150,000+","10,000+",High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",pizzahut.com,United States,$970k+,$5000+,"1,000,000+","100,000+",High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",whataburger.com,United States,$622k+,$5000+,"300,000+","10,000+",High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",giftcard.gianteagle.com,United States,$710k+,$5000+,"10,000+","10,000+",High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",publicstorage.com,United States,$348m+,$5000+,"1,000+","10,000+",Medium,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",greatwolf.com,United States,,$5000+,"10,000+","1,000+",Medium,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",na.wargaming.net,United States,,$2000+,"20,000+","1,000+",High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",yandy.com,United States,,$1000+,"400,000+",10+,High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",pardot.com,United States,,$10000+,"20,000+",10+,Very High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",villageinnstore.wgiftcard.com,United States,,$2000+,,,-,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",gruntstyle.com,United States,$463k+,$5000+,"750,000+",10+,-,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",waldenu.edu,United States,,$10000+,"100,000+",,High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",petsuppliesplus.com,United States,,$5000+,"10,000+","1,000+",High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",parkme.com,United States,,$2000+,"1,000+",,High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",westerndigital.com,United States,$1b+,$10000+,"10,000+","10,000+",Very High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",fordham.edu,United States,,$10000+,"10,000+","1,000+",Very High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",wordstream.com,United States,,$5000+,"1,000+",100+,Very High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",peopleadmin.com,United States,,$2000+,"2,000+",10+,High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",wawa.com,United States,$55k+,$2000+,,"10,000+",High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",pfchangs.com,United States,,$2000+,"20,000+","10,000+",High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",personalcapital.com,United States,,$5000+,"10,000+","1,000+",High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",wayup.com,United States,,$10000+,"2,000+",10+,Medium,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",paulaschoice.com,United States,$633k+,$5000+,"10,000+",100+,Medium,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",gamestop.com,United States,$493m+,$10000+,"1,000,000+","10,000+",Very High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",wheniwork.com,United States,,$2000+,"5,000+",,Very High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",procore.com,United States,$60m+,$10000+,"5,000+","1,000+",High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",fundly.com,United States,,$2000+,500+,,Very High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",preventivevet.com,United States,$52k+,$2000+,250+,,High,"87,443"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",pedestrian.tv,Australia,$5000+,$5000+,"10,000+",,Medium,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",plannthat.com,Australia,$2000+,$2000+,0+,10+,Medium,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",startsat60.com,Australia,$1000+,$1000+,500+,10+,Medium,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",future-student-events.sydney.edu.au,Australia,$10000+,$10000+,"20,000+",10+,Very High,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",hs-sites.com,Australia,$5000+,$5000+,"1,000+",10+,Very High,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",uow.edu.au,Australia,$5000+,$5000+,"1,000+","1,000+",Very High,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",cromwell.uq.edu.au,Australia,$5000+,$5000+,"20,000+","1,000+",Very High,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",deakin.edu.au,Australia,$10000+,$10000+,"20,000+",10+,Very High,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",gofar.co,Australia,$2000+,$2000+,250+,1+,Medium,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",petfoodindustry.com,Australia,$250+,$250+,"5,000+",,Medium,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",therecipecritic.com,Australia,$1000+,$1000+,"100,000+",,Medium,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",uts.edu.au,Australia,$5000+,$5000+,"5,000+","10,000+",Very High,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",rohde-schwarz.com,Australia,$10000+,$10000+,"2,000+","10,000+",High,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",mrc.racing.com,Australia,$5000+,$5000+,"20,000+",,High,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",urbanaxes.com,Australia,$2000+,$2000+,"5,000+",10+,-,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",jeanhailes.org.au,Australia,$2000+,$2000+,"1,000+",,Medium,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",saiglobal.com,Australia,$10000+,$10000+,500+,"1,000+",Medium,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",saratogacountyny.gov,Australia,$50+,$50+,,,Medium,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",3plearning.com,Australia,$5000+,$5000+,"1,000+",100+,Medium,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",geodis.com,Australia,$10000+,$10000+,"2,000+","10,000+",Medium,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",westernsydney.edu.au,Australia,$10000+,$10000+,"5,000+","1,000+",Medium,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",leukaemia.org.au,Australia,$2000+,$2000+,"2,000+",100+,Medium,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",surfstitch.com,Australia,$5000+,$5000+,"2,000+",100+,High,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",hotelschool.scu.edu.au,Australia,$10000+,$10000+,"1,000+",,High,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",sony.com.au,Australia,$10000+,$10000+,"400,000+",10+,Medium,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",songwriting.net,Australia,$2000+,$2000+,,,Medium,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",carryology.com,Australia,$2000+,$2000+,"5,000+",,Medium,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",acemarks.com,Australia,$2000+,$2000+,"10,000+",,-,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",acer.edu.au,Australia,$2000+,$2000+,"5,000+",,Medium,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",alexisrussell.com,Australia,$2000+,$2000+,"400,000+",,Medium,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",healthtimes.com.au,Australia,$1000+,$1000+,"2,000+",,Medium,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",happyherbcompany.com,Australia,$250+,$250+,250+,,-,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",staff-appointment-uat.hsbc.com.au,Australia,$10000+,$10000+,"1,000+","10,000+",-,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",southamerica.travel,Australia,$2000+,$2000+,"1,000+",,-,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",spelldesigns.com,Australia,$2000+,$2000+,"750,000+",,Medium,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",insidesales.com,Australia,$5000+,$5000+,,10+,High,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",jeanjail.com.au,Australia,$2000+,$2000+,"150,000+",,Medium,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",stackla.com,Australia,$5000+,$5000+,"1,000+",10+,Very High,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",skijapan.com,Australia,$500+,$500+,500+,,-,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",supple.com.au,Australia,$1000+,$1000+,250+,,-,"5,216"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",pearson.com,United Kingdom,$100m+,$10000+,"20,000+","10,000+",Very High,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",xmeeting.com,United Kingdom,,$1000+,,,-,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",worldnomads.com,United Kingdom,,$5000+,"10,000+",,High,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",kklzao0d.wishloop.com,United Kingdom,,$1000+,500+,,-,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",centralusa.salvationarmy.org,United Kingdom,,$10000+,"20,000+",,High,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",joycemeyer.org,United Kingdom,,$5000+,"3,000,000+",,High,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",vets-now.com,United Kingdom,,$2000+,,,Medium,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",wardsauto.informa.com,United Kingdom,,$10000+,"1,000+","1,000+",Very High,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",scotclans.com,United Kingdom,$356k+,$100+,"2,000+",,High,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",uphold.com,United Kingdom,$2.0m+,$2000+,"20,000+",1+,Medium,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",lifevantage.com,United Kingdom,$17m+,$5000+,"5,000+",100+,High,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",zoolz.com,United Kingdom,,$1000+,"1,000+",,High,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",xtremepush.com,United Kingdom,$275k+,$5000+,"5,000+",,High,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",granta.com,United Kingdom,$66k+,$1000+,"150,000+",,Medium,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",economist.com,United Kingdom,,$10000+,"3,000,000+",10+,Very High,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",arousingdates.com,United Kingdom,,$1000+,,,-,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",aimersoft.com,United Kingdom,,$1000+,"1,000+",,Medium,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",appannie.com,United Kingdom,,$10000+,"20,000+",100+,Very High,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",microfocus.com,United Kingdom,$100m+,$10000+,"10,000+","1,000+",Very High,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",arm.com,United Kingdom,,$10000+,10+,"1,000+",Very High,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",calendly.com,United Kingdom,,$5000+,"5,000+",100+,Very High,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",kfc.com,United Kingdom,$100m+,$10000+,,"10,000+",High,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",thedrum.com,United Kingdom,,$10000+,"150,000+",100+,Very High,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",burberry.com,United Kingdom,$2.8m+,$10000+,"5,000,000+","10,000+",Medium,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",boohooman.com,United Kingdom,$961k+,$5000+,"20,000+","1,000+",High,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",nostringsfun.com,United Kingdom,,$1000+,,,-,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",britishcouncil.org,United Kingdom,,$5000+,"150,000+","10,000+",Very High,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",davidwalsh.name,United Kingdom,,$50+,"20,000+",,Very High,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",hult.edu,United Kingdom,,$5000+,"5,000+",,High,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",oae.royalholloway.ac.uk,United Kingdom,,$5000+,"10,000+",,Very High,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",datacenterdynamics.com,United Kingdom,,$5000+,,,Very High,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",itglue.sohohouse.com,United Kingdom,$81m+,$5000+,"400,000+",,Medium,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",jwt.io,United Kingdom,,$2000+,,,Very High,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",polbox.tv,United Kingdom,$376k+,$5000+,100+,,-,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",getrevising.co.uk,United Kingdom,,$2000+,"1,000+",,High,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",playfulpromises.com,United Kingdom,$332k+,$5000+,"300,000+",10+,Medium,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",whatkatiedid.com,United Kingdom,$82k+,$2000+,"100,000+",1+,Medium,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",fxcm.com,United Kingdom,,$2000+,,100+,High,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",flannels.com,United Kingdom,,$2000+,"10,000+",,Medium,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",wherelight.com,United Kingdom,$92k+,$1000+,"10,000+",,-,"3,763"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",wattpad.com,Canada,,$5000+,"500,000+",100+,Very High,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",faithlife.com,Canada,,$5000+,"2,000+",100+,Very High,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",winzipsystemtools.com,Canada,$1k+,$2000+,500+,,-,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",gyu-kaku.com,Canada,$138k+,$250+,,,High,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",fundrazr.com,Canada,,$2000+,250+,1+,Very High,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",petcaresupplies.com,Canada,$37k+,$500+,500+,,-,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",chicagos-pizza-twist-folsom.securebrygid.com,Canada,,$1000+,,,-,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",soletreadmills.com,Canada,$247k+,$2000+,500+,,Medium,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",intakeq.com,Canada,,$2000+,50+,,Medium,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",safecharge.com,Canada,,$2000+,500+,100+,-,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",i-sight.com,Canada,,$5000+,,,Medium,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",spierandmackay.com,Canada,,$2000+,250+,,-,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",structube.com,Canada,$350k+,$2000+,"2,000+",,Medium,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",ziplogix.com,Canada,,$2000+,500+,10+,-,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",engineering.com,Canada,,$5000+,,,High,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",store.moncler.com,Canada,$1.0m+,$5000+,"750,000+","1,000+",High,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",expandfurniture.com,Canada,$206k+,$1000+,250+,,Medium,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",onthehub.com,Canada,,$2000+,"5,000+",,High,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",bmo.com,Canada,,$10000+,"1,000+","10,000+",High,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",cfl.ca,Canada,$522k+,$2000+,10+,100+,High,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",lenspure.com,Canada,,$2000+,"1,000+",,-,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",linenchest.com,Canada,$540k+,$5000+,"50,000+",100+,Medium,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",rew.ca,Canada,,$1000+,"1,000+",,Medium,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",itglue.com,Canada,,$5000+,"5,000+",,High,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",influitive.com,Canada,,$10000+,500+,100+,High,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",servermania.com,Canada,,$2000+,250+,,-,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",jazzguitarlessons.net,Canada,,$2000+,,,Medium,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",pixelunion.net,Canada,$254k+,$2000+,"1,000+",10+,Medium,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",pthealth.ca,Canada,,$1000+,500+,,Medium,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",plr.me,Canada,$279k+,$2000+,,,Medium,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",websitebox.com,Canada,,$2000+,500+,,-,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",elmirastoveworks.com,Canada,,$250+,"1,000+",,Medium,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",mymusicstaff.com,Canada,,$1000+,"1,000+",,Medium,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",activationproducts.com,Canada,$306k+,$5000+,"5,000+",10+,-,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",motioncontroltips.com,Canada,,$2000+,500+,,Medium,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",meowbox.com,Canada,$24k+,$2000+,"400,000+",10+,Medium,"3,275"
AdRoll,2020 - 2024,Retargeting / Remarketing,"116,591",staff-appointment.hsbc.ca,Canada,,$10000+,"1,000+","1,000+",Medium,"3,275"
